industry,name,rank,founded,country
Electronics Manufacturing,Foxconn,1689,1974 (49 yrs old),Jersey
Engineering & Construction,AECOM,1687,1990 (33 yrs old),USA
Retail,Jubilant Foods Works,1685,1995 (28 yrs old),UK
EdTech,Vedantu,1683,2011 (12 yrs old),Japan
Consumer Electronics & Appliances,Honeywell Automation,1682,1906 (117 yrs old),Japan
,suzuki motor gujarat,1679,,Poland
Internet,Care Health Insurance,1680,2012 (11 yrs old),USA
Engineering & Construction,G R Infraprojects,1678,1995 (28 yrs old),South Africa
Facility Management Services,SGS,1681,1878 (145 yrs old),Switzerland
Auto Components,WABCO,1712,1969 (54 yrs old),India
Insurance,Star Health & Allied Insurance,1776,2006 (17 yrs old),USA
Accounting & Auditing,XL Dynamics,1711,2002 (21 yrs old),USA
Pharma,Laurus Labs,1800,2005 (18 yrs old),Singapore
Banking,Citibank,1799,1812 (211 yrs old),Taiwan
Iron & Steel,Jindal Stainless,1796,1970 (53 yrs old),South Korea
FMCG,Reckitt Benckiser,1797,1999 (24 yrs old),Hungary
Healthcare,DIVI'S Laboratories,1795,1990 (33 yrs old),Japan
IT Services & Consulting,Tata Elxsi,1798,1989 (34 yrs old),Malaysia
Financial Services,Aon,1793,1940 (83 yrs old),Israel
Insurance,Reliance General Insurance,1794,2000 (23 yrs old),USA
IT Services & Consulting,Xoriant,1791,1990 (33 yrs old),Turkey
FMCG,Procter & Gamble,1790,1837 (186 yrs old),South Korea
FinTech,Intellect Design Arena,1792,2014 (9 yrs old),USA
Recruitment,Allsec Technologies,1787,2000 (23 yrs old),Taiwan
IT Services & Consulting,Microland,1788,1989 (34 yrs old),USA
Packaging,Uflex,1789,1985 (38 yrs old),Canada
FMCG,Cavinkare,1785,1983 (40 yrs old),India
Financial Services,Kotak Securities,1786,1994 (29 yrs old),France
Logistics,Amazon Transportation Services,1781,2012 (11 yrs old),USA
IT Services & Consulting,Harman Connected Services,1782,2001 (22 yrs old),USA
Logistics,FedEx Express,1784,1971 (52 yrs old),Japan
IT Services & Consulting,Dell EMC,1783,1979 (44 yrs old),Malaysia
Recruitment,Adecco Group,1780,1999 (24 yrs old),Germany
Engineering & Construction,KONE,1778,1910 (113 yrs old),South Korea
Food Processing,Mother Dairy Fruit & Vegetable,1777,1974 (49 yrs old),UK
Healthcare,Philips,1779,1930 (93 yrs old),India
Healthcare,Max Fashion,1775,2014 (9 yrs old),Brazil
Banking,Bank of Baroda,1774,1908 (115 yrs old),USA
Financial Services,Citicorp,1772,1997 (26 yrs old),Germany
IT Services & Consulting,Quest Global,1769,1997 (26 yrs old),UK
Consumer Electronics & Appliances,Samsung India Electronics,1773,,USA
Financial Services,Motilal Oswal Financial Services,1771,1987 (36 yrs old),Japan
Hospitality,ITC Hotels,1770,1975 (48 yrs old),France
NBFC,Fincare Small Finance Bank,1768,2007 (16 yrs old),India
Recruitment,Innovsource Services,1900,2004 (19 yrs old),Sweden
Telecom,Aircel,1899,1999 (24 yrs old),Sweden
Financial Services,Angel One,1898,,USA
Printing & Publishing,Dainik Bhaskar Group Of Publication,1896,1958 (65 yrs old),USA
Other,CMA CGM,1897,1978 (45 yrs old),India
Telecom,Verizon,1892,2000 (23 yrs old),USA
IT Services & Consulting,Exl India,1894,1957 (66 yrs old),USA
Electrical Equipment,V-Guard Industries,1895,1977 (46 yrs old),Australia
Logistics,Safexpress,1893,1997 (26 yrs old),Italy
IT Services & Consulting,Barclays Shared Services,1891,2007 (16 yrs old),USA
Software Product,NCR Corporation,1890,1884 (139 yrs old),Netherlands
IT Services & Consulting,YASH Technologies,1889,1996 (27 yrs old),USA
Analytics & KPO,Crisil,1886,1987 (36 yrs old),USA
IT Services & Consulting,Aforeserve,1887,2000 (23 yrs old),Hong Kong
Pharma,Johnson & Johnson,1884,1957 (66 yrs old),USA
Banking,DBS Bank,1885,2015 (8 yrs old),Australia
Engineering & Construction,Hindustan Construction Company,1883,1926 (97 yrs old),Canada
Logistics,DHL Express,1888,1979 (44 yrs old),Japan
Pharma,Novartis,1882,,Japan
Defence & Aerospace,Honeywell Technology Solutions,1881,1994 (29 yrs old),Canada
Consumer Electronics & Appliances,USHA International,1878,1934 (89 yrs old),Switzerland
Pharma,USV,1880,1961 (62 yrs old),USA
Pharma,Biological E,1879,1953 (70 yrs old),Japan
Financial Services,Aditya Birla Capital,1875,2007 (16 yrs old),Denmark
IT Services & Consulting,BT Global Services,1877,2000 (23 yrs old),USA
Healthcare,SRL Diagnostics,1876,1995 (28 yrs old),USA
Media & Entertainment,Inox Leisure,1874,1999 (24 yrs old),Japan
Consumer Electronics & Appliances,Sony,1873,1994 (29 yrs old),India
NBFC,Hero FinCorp,1872,1991 (32 yrs old),USA
Healthcare,Medanta the Medicity,1871,2009 (14 yrs old),Greece
Consumer Electronics & Appliances,Kent RO Systems,1870,1999 (24 yrs old),USA
IT Services & Consulting,PhonePe,1866,2015 (8 yrs old),Japan
Engineering & Construction,TCE,1869,1962 (61 yrs old),Canada
Management Consulting,ZS,1868,1983 (40 yrs old),Switzerland
Auto Components,Motherson Automotive Technologies and Engineering,1865,1997 (26 yrs old),Denmark
Healthcare,Medi Assist India,1867,2000 (23 yrs old),Indonesia
IT Services & Consulting,Orange Business Services,1863,2006 (17 yrs old),Saudi Arabia
EdTech,Unacademy,1864,2015 (8 yrs old),Denmark
IT Services & Consulting,iOPEX Technologies,1862,2009 (14 yrs old),USA
BPO,HCL Technologies BPO Services,1910,2000 (23 yrs old),USA
Financial Services,HDFC Securities,1973,2000 (23 yrs old),South Korea
Consumer Electronics & Appliances,Panasonic,2000,1918 (105 yrs old),USA
Analytics & KPO,FactSet,1974,1978 (45 yrs old),UK
Automobile,Mercedes-Benz Research & Development India,1972,1996 (27 yrs old),UK
Auto Components,Badve Engineering,1999,1996 (27 yrs old),Brazil
BPO,Sitel,1998,1985 (38 yrs old),Taiwan
IT Services & Consulting,Tesco,1997,1919 (104 yrs old),Australia
Power,Torrent Power,1996,1996 (27 yrs old),India
Hospitality,KFC,1994,1952 (71 yrs old),Canada
IT Services & Consulting,First American Corporation,1993,1889 (134 yrs old),India
Education & Training,Narayana Educational Society,1992,1985 (38 yrs old),Germany
Oil & Gas,Hindustan Petroleum,1995,1974 (49 yrs old),Turkey
Financial Services,Ocwen Financial Solutions,1991,1988 (35 yrs old),Sweden
Hospitality,Marriott International,1989,1927 (96 yrs old),Switzerland
Auto Components,Varroc Group,1990,1988 (35 yrs old),USA
EdTech,Straive,1985,1980 (43 yrs old),Japan
Power,NTPC,1986,1975 (48 yrs old),Australia
Auto Components,Faurecia,1988,1997 (26 yrs old),Denmark
FMCG,Emami,1987,1974 (49 yrs old),Japan
Industrial Machinery,L.G.Balakrishnan & Bros,1983,1937 (86 yrs old),Japan
Internet,NoBroker,1982,2014 (9 yrs old),Canada
NBFC,Satin Creditcare Network,1984,1990 (33 yrs old),USA
Industrial Machinery,ISGEC,1980,1933 (90 yrs old),India
IT Services & Consulting,Iksula,1979,2007 (16 yrs old),USA
Logistics,DHL Supply Chain,1981,1969 (54 yrs old),India
Education & Training,NIIT,1977,1981 (42 yrs old),South Korea
Oil & Gas,Nayara Energy,1976,1989 (34 yrs old),Japan
Automobile,Toyota Kirloskar Motor,1978,1997 (26 yrs old),Mexico
Facility Management Services,ISS Facility Services,1971,2005 (18 yrs old),Luxembourg
BPO,Security and Intelligence Services (India),1975,1985 (38 yrs old),Japan
FMCG,VLCC,1970,1989 (34 yrs old),UK
Engineering & Construction,J. Kumar Infraprojects,1969,1980 (43 yrs old),South Korea
Oil & Gas,L&T Energy Hydrocarbon,1967,2009 (14 yrs old),USA
Retail,Trent,1968,1998 (25 yrs old),Macau
IT Services & Consulting,Chegg,1966,2005 (18 yrs old),USA
BPO,24-7 Intouch,1965,2001 (22 yrs old),India
Internet,Videocon d2h,2100,2009 (14 yrs old),USA
Analytics & KPO,Mercer,2099,1945 (78 yrs old),USA
EdTech,Planet Spark,2098,2017 (6 yrs old),UK
Chemicals,Akzo Nobel India,2097,1939 (84 yrs old),USA
Internet,Meesho,2095,2015 (8 yrs old),Norway
Financial Services,Edelweiss,2094,2017 (6 yrs old),India
Fashion & Textile,Bata,2093,1931 (92 yrs old),USA
Fashion & Textile,Trident Group,2092,1990 (33 yrs old),Australia
Insurance,SBI General Insurance,2096,2009 (14 yrs old),Germany
Fashion & Textile,Relaxo Footwear,2091,1976 (47 yrs old),Taiwan
Analytics & KPO,Capgemini Engineering,2089,,India
Analytics & KPO,Capgemini Engineering,2087,,Sweden
Building Material,Jindal Saw,2090,1984 (39 yrs old),USA
Automobile,Honda Cars,2086,,USA
Healthcare,Fortis Healthcare,2085,1996 (27 yrs old),France
Financial Services,Bharat Financial Inclusion,2088,1998 (25 yrs old),Japan
Auto Components,Lumax Industries,2084,1945 (78 yrs old),Brazil
Engineering & Construction,Alstom Transportation,2081,1928 (95 yrs old),USA
Automobile,Swaraj Tractors,2083,1962 (61 yrs old),USA
Financial Services,ESAF Microfinance & Investments (P),2080,2016 (7 yrs old),USA
FMCG,Marico,2082,1990 (33 yrs old),Japan
Fashion & Textile,Fabindia,2079,1958 (65 yrs old),USA
FinTech,Paisabazaar.com,2078,2014 (9 yrs old),USA
Engineering & Construction,Punj Lloyd,2076,1982 (41 yrs old),USA
NBFC,Indiabulls Consumer Finance,2075,1994 (29 yrs old),India
Engineering & Construction,The Jaypee Group,2074,1979 (44 yrs old),USA
Other,Bayer,2072,1863 (160 yrs old),India
Automobile,Daimler India Commercial Vehicles,2077,1886 (137 yrs old),Japan
Food Processing,Suguna Foods,2071,1984 (39 yrs old),Japan
Fashion & Textile,Pantaloons,2073,1997 (26 yrs old),Taiwan
Fashion & Textile,Welspun,2070,1985 (38 yrs old),USA
Consumer Electronics & Appliances,Haier Appliances India,2069,2004 (19 yrs old),USA
Financial Services,SBICAP Securities,2067,2006 (17 yrs old),Japan
Iron & Steel,Bharat Forge,2068,1961 (62 yrs old),Indonesia
Retail,Cinépolis,2066,1971 (52 yrs old),India
Power,Adani Power,2065,2006 (17 yrs old),USA
IT Services & Consulting,Oracle Financial Services Software,2062,1990 (33 yrs old),Luxembourg
IT Services & Consulting,Unisys,2063,1986 (37 yrs old),Poland
IT Services & Consulting,Collabera Technologies,2064,1991 (32 yrs old),Saudi Arabia
IT Services & Consulting,Allstate,2102,2012 (11 yrs old),USA
NBFC,Indiabulls Home Loans,2196,2005 (18 yrs old),USA
BPO,Vfs Global Services,2197,2001 (22 yrs old),Saudi Arabia
Agro Chemicals,PI Industries,2199,1947 (76 yrs old),USA
Education & Training,Frankfinn Institute of Air Hostess Training,2200,1993 (30 yrs old),Canada
Printing & Publishing,Aptara,2198,1988 (35 yrs old),USA
FinTech,Sharekhan,2195,2000 (23 yrs old),Japan
Financial Services,Northern Trust Operating Services,2194,2005 (18 yrs old),Turkey
Consumer Electronics & Appliances,Daikin,2193,2000 (23 yrs old),France
Engineering & Construction,Consolidated Contractors,2190,1952 (71 yrs old),Singapore
Engineering & Construction,GMR Group,2192,1978 (45 yrs old),India
Software Product,Microsoft Corporation,2188,1975 (48 yrs old),Taiwan
IT Services & Consulting,VVDN Technologies,2191,2007 (16 yrs old),UK
IT Services & Consulting,Standard Chartered Global Business Services,2187,2001 (22 yrs old),USA
Financial Services,Max Bupa Health Insurance Company,2189,2008 (15 yrs old),USA
IT Services & Consulting,Optum Global Solutions,2185,,UK
Power,TATA Power,2186,1911 (112 yrs old),Canada
IT Services & Consulting,Sysnet Global Technologies,2184,1999 (24 yrs old),USA
Software Product,SS&C TECHNOLOGIES,2183,1986 (37 yrs old),Chile
IT Services & Consulting,XcelServ Solutions,2182,2011 (12 yrs old),USA
Analytics & KPO,Serco,2180,1988 (35 yrs old),USA
Financial Services,Aadhar Housing Finance,2179,2010 (13 yrs old),China
Industrial Machinery,Saipem,2178,1957 (66 yrs old),India
Internet,Computer Age Management Services,2177,1988 (35 yrs old),USA
Healthcare,Karma Ayurveda,2181,,Switzerland
IT Services & Consulting,Cerner,2176,1979 (44 yrs old),UK
Telecom,Tata Communications Transformation Services,2175,2006 (17 yrs old),Canada
Aviation,Spicejet,2174,2004 (19 yrs old),USA
Education & Training,Amity University,2171,2005 (18 yrs old),Austria
IT Services & Consulting,Kyndryl,2170,2021 (2 yrs old),Israel
Railways,Indian Railways,2173,1853 (170 yrs old),Australia
IT Services & Consulting,Vertex Customer Solutions,2172,2010 (13 yrs old),USA
Auto Components,Krishna Maruti,2168,1994 (29 yrs old),Canada
FMCG,Haldiram Foods,2169,1970 (53 yrs old),Japan
Real Estate,Altisource,2273,2007 (16 yrs old),USA
Real Estate,Cushman & Wakefield,2210,1997 (26 yrs old),USA
Pharma,GlaxoSmithKline Pharmaceuticals,2300,,USA
Engineering & Construction,Gannon Dunkerley,2297,1924 (99 yrs old),Austria
Automobile,KIA MOTORS,2299,1944 (79 yrs old),New Zealand
Automobile,Tata Group,2296,1868 (155 yrs old),UK
Pharma,Gland Pharma,2298,1978 (45 yrs old),USA
Pharma,Apollo Pharmacy,2295,1983 (40 yrs old),USA
FMCG,Heritage Foods,2294,1992 (31 yrs old),Netherlands
Auto Components,Steel Strips Wheels,2292,1985 (38 yrs old),India
BPO,AGS Transact Technologies,2290,2002 (21 yrs old),USA
Hospitality,JW Marriott,2293,1927 (96 yrs old),Switzerland
Hospitality,Compass Group Support Services,2291,1941 (82 yrs old),Switzerland
Real Estate,Adani Ports and SEZ,2288,1998 (25 yrs old),USA
IT Services & Consulting,IDC Technologies,2289,2003 (20 yrs old),USA
Other,TTEC India,2287,1982 (41 yrs old),India
Financial Services,Broadridge Financial Solutions,2284,2007 (16 yrs old),Switzerland
Pharma,FDC,2286,1940 (83 yrs old),USA
IT Services & Consulting,CitiusTech,2285,2005 (18 yrs old),Australia
IT Services & Consulting,HTC Global Services,2283,1990 (33 yrs old),USA
Consumer Electronics & Appliances,SYSKA LED Lights,2282,2012 (11 yrs old),USA
Pharma,Granules India,2281,1984 (39 yrs old),Australia
IT Services & Consulting,NSE.IT,2280,1999 (24 yrs old),India
Engineering & Construction,ITD Cementation India,2276,1931 (92 yrs old),USA
Auto Components,SKF,2277,1923 (100 yrs old),USA
Pharma,Sanofi,2279,2004 (19 yrs old),Taiwan
Building Material,Nuvoco Vistas,2278,1999 (24 yrs old),Australia
Engineering & Construction,Ashoka Buildcon,2275,1976 (47 yrs old),USA
Media & Entertainment,DISH TV,2272,2003 (20 yrs old),Sweden
Automobile,Hero Motors Company,2274,1998 (25 yrs old),China
Financial Services,BNP Paribas,2270,1848 (175 yrs old),USA
Healthcare,Manipal Hospitals,2268,1953 (70 yrs old),Malaysia
IT Services & Consulting,MiraMed Ajuba,2269,2001 (22 yrs old),India
Auto Components,Asahi India Glass,2267,1984 (39 yrs old),UK
Defence & Aerospace,ECIL,2271,1967 (56 yrs old),India
Financial Services,Synchrony,2266,2003 (20 yrs old),USA
Pharma,Indoco Remedies,2307,1947 (76 yrs old),India
Pharma,Unichem Laboratories,2306,1944 (79 yrs old),Saudi Arabia
FMCG,Godrej Group,2367,1897 (126 yrs old),Japan
Fashion & Textile,Best Sellers,2398,1975 (48 yrs old),France
Financial Services,Fidelity National Financial,2400,1847 (176 yrs old),India
Oil & Gas,Petrofac,2399,1981 (42 yrs old),Switzerland
FMCG,Mondelez International,2397,2012 (11 yrs old),USA
Telecom,Tikona Infinet,2396,2008 (15 yrs old),Mexico
Auto Components,Zf Rane Automotive,2394,,Saudi Arabia
Insurance,Iffco Tokio General Insurance Co.,2392,2000 (23 yrs old),USA
EdTech,UpGrad,2395,2015 (8 yrs old),Italy
Automobile,Volkswagen,2391,1937 (86 yrs old),Turkey
Auto Components,DENSO,2390,1947 (76 yrs old),Israel
Food Processing,Cargill,2393,1865 (158 yrs old),Japan
Financial Services,Bajaj Capital,2389,1964 (59 yrs old),Germany
Iron & Steel,Essar Steel,2388,1976 (47 yrs old),Taiwan
Facility Management Services,BVG India,2387,1997 (26 yrs old),Netherlands
Broadcasting,Sahara India Pariwar,2383,1978 (45 yrs old),USA
NBFC,Tata Capital,2386,2007 (16 yrs old),UK
Oil & Gas,GAIL,2385,1984 (39 yrs old),USA
FMCG,Bisleri,2384,1965 (58 yrs old),China
FinTech,Aye Finance,2382,2013 (10 yrs old),South Korea
IT Services & Consulting,Nielsen,2381,1923 (100 yrs old),Germany
Electrical Equipment,Luminous Power Technologies,2380,1988 (35 yrs old),USA
BPO,iQor Global Services,2379,1998 (25 yrs old),USA
,Evalueserve,2378,2000 (23 yrs old),USA
Industrial Machinery,Johnson Lifts,2377,1981 (42 yrs old),USA
Retail,Devyani International,2376,1991 (32 yrs old),Japan
Telecom,Bharat Sanchar Nigam,2373,2000 (23 yrs old),Bermuda
IT Services & Consulting,Aricent,2375,1982 (41 yrs old),Canada
Consumer Electronics & Appliances,Intex Technologies,2374,1996 (27 yrs old),Denmark
Financial Services,Annapurna Finance,2372,2009 (14 yrs old),USA
Healthcare,Fresenius Kabi,2370,1912 (111 yrs old),USA
Auto Components,Shriram Pistons & Rings,2371,1963 (60 yrs old),UK
Consumer Electronics & Appliances,Xiaomi,2369,2010 (13 yrs old),USA
Automobile,Bajaj Motors,2366,1986 (37 yrs old),USA
Engineering & Construction,NSH,2413,1978 (45 yrs old),Italy
Beverage,Ab Inbev,2368,1988 (35 yrs old),USA
Oil & Gas,Oil And Natural Gas Corporation,2412,1956 (67 yrs old),USA
Industrial Machinery,Caterpillar Inc,2500,1925 (98 yrs old),Japan
NBFC,ICICI Home Finance,2498,1999 (24 yrs old),Italy
Automobile,Piaggio,2496,1884 (139 yrs old),India
BPO,Taurus BPO Services,2497,2015 (8 yrs old),Italy
Power,Vestas,2499,1945 (78 yrs old),USA
Retail,Spencer's Retail,2494,1863 (160 yrs old),Netherlands
IT Services & Consulting,SLK Global Services,2495,2000 (23 yrs old),China
Financial Services,Credit Suisse,2493,1856 (167 yrs old),USA
Internet,Altruist Technologies,2492,2005 (18 yrs old),Taiwan
Hospitality,Burger King,2490,2014 (9 yrs old),UK
Electrical Equipment,Polycab Wires,2489,1996 (27 yrs old),France
FinTech,Fino Payments Bank,2491,2006 (17 yrs old),UK
Logistics,ABC,2487,1943 (80 yrs old),New Zealand
BPO,iSON Xperiences,2488,2011 (12 yrs old),USA
IT Services & Consulting,Photon Interactive,2486,1999 (24 yrs old),Philippines
Pharma,Jubilant Pharmova,2485,1978 (45 yrs old),India
Auto Components,Valeo,2483,1923 (100 yrs old),USA
Insurance,Arthur J. Gallagher & Co,2480,2002 (21 yrs old),India
Power,Wind World,2484,1994 (29 yrs old),Netherlands
Chemicals,DCM Shriram,2481,1990 (33 yrs old),South Korea
Pharma,Apotex Research,2482,2003 (20 yrs old),South Africa
Retail,FirstCry,2479,2010 (13 yrs old),Sweden
IT Services & Consulting,Infinite Computer Solutions,2478,2001 (22 yrs old),Israel
Auto Components,Continental Automotive Components,2477,1871 (152 yrs old),USA
Pharma,Amneal Pharmaceuticals,2474,2002 (21 yrs old),USA
Other,Intertek,2472,1997 (26 yrs old),India
Chemicals,Atul,2473,1947 (76 yrs old),USA
Pharma,Strides Pharma,2475,1990 (33 yrs old),USA
Healthcare / Pharma,Fortis Hospitals,2476,,South Africa
Power,Siemens Gamesa Renewable Energy,2471,1976 (47 yrs old),USA
Other,TUV SUD,2470,1866 (157 yrs old),USA
Auto Components,Mando Automotive,2469,2006 (17 yrs old),USA
Education & Training,Podar International School,2514,1927 (96 yrs old),USA
Auto Components,Tenneco,2578,1940 (83 yrs old),Netherlands
Financial Services,PNB Housing Finance,2467,1988 (35 yrs old),USA
Internet,Google,2468,1998 (25 yrs old),Sweden
Hospitality,Lemon Tree Hotels,2600,2002 (21 yrs old),Sweden
Healthcare,Columbia Asia,2599,2005 (18 yrs old),USA
Oil & Gas,BGR Energy Systems,2577,1985 (38 yrs old),USA
Management Consulting,Medhaj Techno Concept,2595,2007 (16 yrs old),Italy
Oil & Gas,Technip,2598,2017 (6 yrs old),Indonesia
Financial Services,Vistaar Finance,2596,2010 (13 yrs old),USA
FinTech,Paytm Payments Bank,2592,2016 (7 yrs old),USA
Manufacturing,Supreme Industries,2594,1942 (81 yrs old),Ireland
Auto Components,Mahindra CIE Automotive,2597,1999 (24 yrs old),USA
IT Services & Consulting,Newgen Software Technologies,2593,1992 (31 yrs old),USA
FinTech,Pine Labs,2591,1998 (25 yrs old),USA
FMCG,Godrej Consumer Products,2587,2001 (22 yrs old),USA
Power,Dhoot Transmission,2590,1998 (25 yrs old),India
BPO,Jindal X,2586,1998 (25 yrs old),USA
BPO,1point1 Solutions,2588,2008 (15 yrs old),USA
Auto Components,Bosch Chassis Systems,2583,1951 (72 yrs old),USA
Aviation,Tata Advanced Systems,2584,2007 (16 yrs old),Canada
Healthcare,Thyrocare Technologies,2589,1996 (27 yrs old),Singapore
IT Services & Consulting,Iris Software,2582,1991 (32 yrs old),USA
EdTech,Toppr,2585,2013 (10 yrs old),UK
Auto Components,Amara Raja Batteries,2581,,Austria
